2017-12-01 10:43:31,Lenovo PB2-690Y,a4:2b:b0:ad:2d:34,lellouche,40.37390229623365,32.17236392048461,34.813608582564235
2017-12-01 10:43:34,Lenovo PB2-690Y,20:0c:c8:1b:a2:48,Mevohot_1,36.14795188031762,32.17238485133309,34.81335251001789
2017-12-01 10:43:37,Lenovo PB2-690Y,60:e3:27:e8:41:e8,Mevohot_3,41.71240397675681,32.172370483891484,34.813458476296
2017-12-01 10:43:37,Lenovo PB2-690Y,74:da:38:14:1f:8d,sellahome_2EX,44.0,32.17241727,34.81315388
2017-12-01 10:43:40,Lenovo PB2-690Y,c4:a8:1d:12:7d:4c,Orit,37.79044170442387,32.172309205806854,34.81389991481592
2017-12-01 10:43:40,Lenovo PB2-690Y,06:ae:db:ba:1e:85,BezeqFree,43.80911080489584,32.17242259345708,34.81307344356245
2017-12-01 10:43:40,Lenovo PB2-690Y,08:3e:5d:5c:72:5e,Lahav,39.036039450648566,32.172366269329615,34.813604878962664
2017-12-01 10:43:40,Lenovo PB2-690Y,d8:fb:5e:17:47:f8,sellahome,37.66229774455755,32.172402273075434,34.81330678554296
2017-12-01 10:43:40,Lenovo PB2-690Y,14:ae:db:c1:ad:7d,shweiger1,47.0,32.17243758,34.81296682
2017-12-01 10:43:40,Lenovo PB2-690Y,10:0d:7f:80:17:80,ELDAD,38.622264317041186,32.17231428510525,34.812852955017256
2017-12-01 10:43:43,Lenovo PB2-690Y,06:ae:db:c1:ad:7d,BezeqFree,48.0,32.17246651,34.81278713
2017-12-01 10:43:46,Lenovo PB2-690Y,30:b5:c2:6e:12:d4,HOTBOX1234,47.0,32.1724962,34.81260015
2017-12-01 10:43:46,Lenovo PB2-690Y,80:1f:02:e8:b9:cc,Eldad_2EX,47.0,32.1724962,34.81260015
2017-12-01 10:43:49,Lenovo PB2-690Y,00:78:9e:f9:f5:5b,HOTBOX1234,45.580574226881815,32.17255607851636,34.812383491811524
2017-12-01 10:43:52,Lenovo PB2-690Y,c4:12:f5:85:27:c2,varda,40.84097022560202,32.172261510756435,34.81205773849026
2017-12-01 10:43:55,Lenovo PB2-690Y,00:78:9e:fa:0e:5c,Miller,46.8544235924933,32.172428124402145,34.81272303610188
2017-12-01 10:43:58,Lenovo PB2-690Y,50:c7:bf:36:df:98,Gil-Up,48.0,32.17230828,34.81204165
2017-12-01 10:44:01,Lenovo PB2-690Y,7c:b7:33:97:35:f1,U2I8L1M0X42,47.0,32.17212193,34.81196568
2017-12-01 10:44:01,Lenovo PB2-690Y,c4:04:15:60:6a:b5,Ben Ami_2.4,40.13333016163072,32.1718356452657,34.811864463572405
2017-12-01 10:44:01,Lenovo PB2-690Y,00:f6:63:15:58:82,KaymeraGuest,38.99324325348963,32.170973207601364,34.81144725503476
2017-12-01 10:44:04,Lenovo PB2-690Y,54:b8:0a:34:68:90,Shani - Green,40.27198158857548,32.17190893585861,34.811884623092766
2017-12-01 10:44:07,Lenovo PB2-690Y,6c:b0:ce:2f:43:36,Hilush111,42.0,32.1716947,34.81179424
2017-12-01 10:44:10,Lenovo PB2-690Y,80:1f:02:a3:7d:62,Gil Kitchen,42.68390477699176,32.17226394092169,34.81206707740242
