Shiran&yonatan,,,,,,,,,,,,Boaz,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,alt,lat,lon,Equal,lat diff,lon diff ,alt diff,,,,,,lat,lon,alt,
01/12/2017 10:51,Lenovo PB2-690Y,48:ee:0c:39:f9:15,Ronizyc1,23,32.16952648,34.81077208,1,0,0,0,,48:ee:0c:39:f9:15,Ronizyc1,5,-85,32.16952648,34.81077208,23,01/12/2017 10:51
01/12/2017 10:57,Lenovo PB2-690Y,48:ee:0c:3b:ac:5a,kawasaki,35,32.16981779,34.81346387,1,0,0,0,,48:ee:0c:3b:ac:5a,kawasaki,11,-75,32.16981779,34.81346387,35,01/12/2017 10:57
01/12/2017 10:45,Lenovo PB2-690Y,48:ee:0c:3b:fa:1e,Florida_Israel1,44,32.17012573,34.81242227,1,0,0,0,,48:ee:0c:3b:fa:1e,Florida_Israel1,1,-94,32.17012573,34.81242227,44,01/12/2017 10:45
01/12/2017 10:50,Lenovo PB2-690Y,48:ee:0c:3c:30:1e,Gana7,32,32.1708157,34.81137225,1,0,0,0,,48:ee:0c:3c:30:1e,Gana7,5,-93,32.1708157,34.81137225,32,01/12/2017 10:50
01/12/2017 11:07,SM-G950F,48:ee:0c:3d:eb:b8,Km,40.08129431,32.17225794,34.81441454,1,4.79901E-10,4.6623E-09,1.26749E-09,,48:ee:0c:3d:eb:b8,Km,9,-85,32.17225794,34.81441454,40.08129431,01/12/2017 11:07
01/12/2017 10:58,Lenovo PB2-690Y,4c:60:de:51:8b:ca,Laufer-wifi,34.21889969,32.17077878,34.81272278,1,6.75506E-10,2.3515E-09,1.8003E-09,,4c:60:de:51:8b:ca,Laufer-wifi,11,-89,32.17077878,34.81272278,34.21889968,01/12/2017 11:00
01/12/2017 10:43,Lenovo PB2-690Y,50:c7:bf:36:df:98,Gil-Up,48,32.17230828,34.81204165,1,0,0,0,,50:c7:bf:36:df:98,Gil-Up,2,-89,32.17230828,34.81204165,48,01/12/2017 10:43
01/12/2017 10:57,Lenovo PB2-690Y,52:0d:7f:83:6c:ff,Bezeq Free 836CFE,35,32.1696487,34.81343376,1,0,0,0,,52:0d:7f:83:6c:ff,Bezeq Free 836CFE,11,-90,32.1696487,34.81343376,35,01/12/2017 10:57
01/12/2017 10:50,Lenovo PB2-690Y,52:a8:1d:12:df:c4,@Cafe,33.57526012,32.17129088,34.8122637,1,0,0,0,,52:a8:1d:12:df:c4,@Cafe,1,-92,32.17129088,34.8122637,33.57526012,01/12/2017 10:50
01/12/2017 10:43,SM-G950F,52:b0:ce:ac:32:98,Bezeq Free GA32E3,33.71286158,32.17237829,34.81355683,1,7.76701E-10,5.75604E-10,1.45251E-09,,52:b0:ce:ac:32:98,Bezeq Free GA32E3,1,-62,32.17237829,34.81355683,33.71286158,01/12/2017 11:07
01/12/2017 10:59,SM-G950F,54:64:d9:5f:59:83,HOTBOX-651B,29.92559441,32.16944944,34.81211575,1,1.0382E-09,1.8585E-09,9.76101E-10,,54:64:d9:5f:59:83,HOTBOX-651B,1,-77,32.16944944,34.81211575,29.92559441,01/12/2017 10:59
01/12/2017 10:44,SM-G950F,54:64:d9:66:29:ef,U2I8L1M0X42,29.32418163,32.17217553,34.81201239,1,7.00801E-10,1.8326E-09,4.9867E-09,,54:64:d9:66:29:ef,U2I8L1M0X42,11,-85,32.17217553,34.81201239,29.32418163,01/12/2017 10:44
01/12/2017 10:44,Lenovo PB2-690Y,54:b8:0a:34:68:90,Shani - Green,40.27198159,32.17190894,34.81188462,1,0,0,0,,54:b8:0a:34:68:90,Shani - Green,6,-89,32.17190894,34.81188462,40.27198159,01/12/2017 10:50
01/12/2017 11:05,Lenovo PB2-690Y,54:b8:0a:34:78:d0,Shani - Green,31,32.17153243,34.81172407,1,0,0,0,,54:b8:0a:34:78:d0,Shani - Green,6,-88,32.17153243,34.81172407,31,01/12/2017 11:05
01/12/2017 10:44,SM-G950F,58:b6:33:34:81:a8,RDK,33.32638799,32.1704891,34.81120951,1,7.61197E-10,1.56703E-10,1.6556E-09,,58:b6:33:34:81:a8,RDK,1,-85,32.1704891,34.81120951,33.32638799,01/12/2017 10:44
01/12/2017 10:44,SM-G950F,58:b6:33:34:ae:f8,RDK,28.72405883,32.17048504,34.81121443,1,7.53502E-10,1.55104E-10,1.6389E-09,,58:b6:33:34:ae:f8,RDK,11,-85,32.17048504,34.81121443,28.72405883,01/12/2017 10:44
01/12/2017 10:44,Lenovo PB2-690Y,5a:0c:c8:0f:21:90,Bezeq Free T00C36,31.50534266,32.16946884,34.811218,1,2.0509E-09,1.7196E-09,3.79803E-10,,5a:0c:c8:0f:21:90,Bezeq Free T00C36,1,-90,32.16946884,34.811218,31.50534266,01/12/2017 10:57
01/12/2017 10:45,SM-G950F,5a:ab:1b:62:0d:fd,BezeqFree,34.41631415,32.16999464,34.81235259,1,4.15902E-10,6.90996E-10,8.10019E-12,,5a:ab:1b:62:0d:fd,BezeqFree,2,-82,32.16999464,34.81235259,34.41631415,01/12/2017 11:00
01/12/2017 10:44,Lenovo PB2-690Y,60:e3:27:bf:a1:a5,BARON WIFI 2.4,38,32.16872739,34.81060785,1,0,0,0,,60:e3:27:bf:a1:a5,BARON WIFI 2.4,11,-91,32.16872739,34.81060785,38,01/12/2017 10:44
01/12/2017 10:43,Lenovo PB2-690Y,60:e3:27:e8:41:e8,Mevohot_3,41.71240398,32.17237048,34.81345848,1,0,0,0,,60:e3:27:e8:41:e8,Mevohot_3,11,-80,32.17237048,34.81345848,41.71240398,01/12/2017 10:50
01/12/2017 10:58,SM-G950F,62:19:8f:46:9f:bf,Bezeq Free,29.07004588,32.17010133,34.81351418,1,3.2443E-09,3.2369E-09,2.8379E-09,,62:19:8f:46:9f:bf,Bezeq Free,6,-94,32.17010133,34.81351418,29.07004588,01/12/2017 10:58
01/12/2017 10:59,SM-G950F,62:b2:55:67:2b:86,Bezeq Free 672B84,29.9988896,32.17092411,34.81275919,1,8.34703E-10,4.1858E-09,4.9231E-09,,62:b2:55:67:2b:86,Bezeq Free 672B84,6,-92,32.17092411,34.81275919,29.9988896,01/12/2017 10:59
01/12/2017 10:55,Lenovo PB2-690Y,62:be:f5:40:26:83,BezeqFree,29,32.16935676,34.81068889,1,0,0,0,,62:be:f5:40:26:83,BezeqFree,10,-96,32.16935676,34.81068889,29,01/12/2017 10:55
01/12/2017 10:44,Lenovo PB2-690Y,62:ee:0c:39:f9:16,BezeqFree,29.21595771,32.16948277,34.81075909,1,0,0,0,,62:ee:0c:39:f9:16,BezeqFree,5,-84,32.16948277,34.81075909,29.21595771,01/12/2017 10:51
01/12/2017 10:57,Lenovo PB2-690Y,62:ee:0c:3b:ac:5b,Bezeq Free,35,32.16981779,34.81346387,1,0,0,0,,62:ee:0c:3b:ac:5b,Bezeq Free,11,-75,32.16981779,34.81346387,35,01/12/2017 10:57
01/12/2017 10:49,Lenovo PB2-690Y,62:ee:0c:3d:eb:b9,BezeqFree,45,32.17227827,34.81413625,1,0,0,0,,62:ee:0c:3d:eb:b9,BezeqFree,9,-88,32.17227827,34.81413625,45,01/12/2017 10:49
01/12/2017 10:50,Lenovo PB2-690Y,64:d9:54:e4:95:37,Gana7_2GExt,31.22900622,32.17071182,34.81133629,1,2.5511E-09,6.17696E-10,4.95501E-10,,64:d9:54:e4:95:37,Gana7_2GExt,5,-88,32.17071182,34.81133629,31.22900622,01/12/2017 10:50
01/12/2017 10:44,Lenovo PB2-690Y,6a:0c:c8:1d:c8:28,Bezeq Free F026CC,37,32.16998359,34.81095238,1,0,0,0,,6a:0c:c8:1d:c8:28,Bezeq Free F026CC,1,-81,32.16998359,34.81095238,37,01/12/2017 10:44
01/12/2017 11:05,SM-G950F,6c:2e:85:fe:da:b8,HOTBOX-1966,41.11423605,32.17134388,34.81166865,1,3.8898E-09,3.4985E-09,4.99229E-09,,6c:2e:85:fe:da:b8,HOTBOX-1966,6,-75,32.17134388,34.81166865,41.11423605,01/12/2017 11:05
01/12/2017 10:44,Lenovo PB2-690Y,6c:b0:ce:2f:43:36,Hilush111,42,32.1716947,34.81179424,1,0,0,0,,6c:b0:ce:2f:43:36,Hilush111,1,-92,32.1716947,34.81179424,42,01/12/2017 10:44
01/12/2017 10:43,SM-G950F,6c:b0:ce:ac:32:9b,dobry2016,31.25645285,32.17239564,34.81338023,1,2.195E-09,2.54502E-10,1.468E-09,,6c:b0:ce:ac:32:9b,dobry2016,1,-69,32.17239564,34.81338023,31.25645285,01/12/2017 10:43
01/12/2017 10:46,Lenovo PB2-690Y,6c:b0:ce:ac:32:9c,dobry2016_5,42,32.17232792,34.81365654,1,0,0,0,,6c:b0:ce:ac:32:9c,dobry2016_5,60,-89,32.17232792,34.81365654,42,01/12/2017 10:46
01/12/2017 10:45,Lenovo PB2-690Y,70:4c:a5:20:be:18,SE-WiFi-Employees,37,32.16898017,34.81188912,1,0,0,0,,70:4c:a5:20:be:18,SE-WiFi-Employees,1,-94,32.16898017,34.81188912,37,01/12/2017 10:45
01/12/2017 10:45,SM-G950F,70:4d:7b:0c:89:50,ter123,33.38237311,32.17023962,34.81260062,1,3.59606E-07,0.000137679,0.632757944,,70:4d:7b:0c:89:50,ter123,6,-69,32.17023926,34.81246294,34.01513105,01/12/2017 11:06
01/12/2017 10:50,Lenovo PB2-690Y,70:5a:0f:b2:64:cd,DIRECT-CC-HP DeskJet 4670 series,41.16949653,32.17241692,34.81321386,1,5.26946E-05,0.000340414,1.388550714,,70:5a:0f:b2:64:cd,DIRECT-CC-HP DeskJet 4670 series,6,-67,32.17246961,34.81287344,39.78094582,01/12/2017 11:04
01/12/2017 10:46,Lenovo PB2-690Y,74:44:01:39:09:86,Wifi,40,32.17226318,34.81420816,1,0,0,0,,74:44:01:39:09:86,Wifi,11,-93,32.17226318,34.81420816,40,01/12/2017 10:46
01/12/2017 10:43,Lenovo PB2-690Y,74:da:38:14:1f:8d,sellahome_2EX,44,32.17241727,34.81315388,1,0,0,0,,74:da:38:14:1f:8d,sellahome_2EX,9,-82,32.17241727,34.81315388,44,01/12/2017 10:43
01/12/2017 10:45,Lenovo PB2-690Y,74:da:38:14:4b:88,landau,35.82031749,32.16988656,34.81232499,1,1.02702E-10,1.93059E-09,1.0334E-09,,74:da:38:14:4b:88,landau,11,-81,32.16988656,34.81232499,35.82031749,01/12/2017 10:45
01/12/2017 11:05,SM-G950F,74:da:38:54:b8:1c,oved-main_2EX,40.95173659,32.16969384,34.81086099,1,1.5871E-09,8.66201E-10,4.1415E-09,,74:da:38:54:b8:1c,oved-main_2EX,6,-80,32.16969384,34.81086099,40.95173659,01/12/2017 11:05
01/12/2017 11:10,Lenovo PB2-690Y,74:da:38:6c:89:7b,Hetz2,29,32.17043936,34.81118089,1,0,0,0,,74:da:38:6c:89:7b,Hetz2,1,-83,32.17043936,34.81118089,29,01/12/2017 11:10
01/12/2017 10:51,Lenovo PB2-690Y,74:da:38:97:66:9d,oved-main_2EX,29.20725555,32.1698598,34.81090684,1,2.1069E-09,1.1104E-09,1.3882E-09,,74:da:38:97:66:9d,oved-main_2EX,6,-77,32.1698598,34.81090684,29.20725555,01/12/2017 10:51
01/12/2017 10:45,Lenovo PB2-690Y,74:da:38:a9:1c:df,  InnovationEndeavors,33.89694004,32.16987222,34.81191818,1,0.000212158,1.61077E-05,0.323123844,,74:da:38:a9:1c:df,  InnovationEndeavors,2,-83,32.16966006,34.81193429,34.22006388,01/12/2017 10:45
01/12/2017 10:44,SM-G950F,74:da:38:a9:24:17,edimax_2.4G_A92417,27.82938003,32.16930329,34.81071393,1,2.84601E-10,2.5822E-09,1.9627E-09,,74:da:38:a9:24:17,edimax_2.4G_A92417,3,-75,32.16930329,34.81071393,27.82938003,01/12/2017 10:44
01/12/2017 10:51,Lenovo PB2-690Y,74:da:38:a9:24:1c,edimax_5G_A9241C,30.53126681,32.16937131,34.81071844,1,6.57202E-10,8.40799E-10,7.797E-10,,74:da:38:a9:24:1c,edimax_5G_A9241C,40,-79,32.16937131,34.81071844,30.5312668,01/12/2017 10:52
01/12/2017 11:11,Lenovo PB2-690Y,74:da:38:b6:f3:7a,Floor 2,38,32.17146616,34.81290244,1,0,0,0,,74:da:38:b6:f3:7a,Floor 2,2,-94,32.17146616,34.81290244,38,01/12/2017 11:11
01/12/2017 10:55,SM-G950F,74:da:38:b6:f6:c9,Jamcandown,28.81036798,32.16917019,34.81066503,1,2.3013E-09,2.8851E-09,1.3401E-09,,74:da:38:b6:f6:c9,Jamcandown,4,-89,32.16917019,34.81066503,28.81036798,01/12/2017 10:55
01/12/2017 10:55,SM-G950F,74:da:38:c3:0d:6b,Jamcanup,28.81036798,32.16917019,34.81066503,1,2.3013E-09,2.8851E-09,1.3401E-09,,74:da:38:c3:0d:6b,Jamcanup,2,-87,32.16917019,34.81066503,28.81036798,01/12/2017 10:55
01/12/2017 10:51,SM-G950F,74:da:38:c3:12:45,Liliup,30.41870876,32.16949135,34.81077185,1,3.3735E-09,3.2265E-09,2.0817E-09,,74:da:38:c3:12:45,Liliup,2,-88,32.16949135,34.81077185,30.41870876,01/12/2017 10:51
01/12/2017 10:58,Lenovo PB2-690Y,74:da:38:c6:57:9b,edimax.setup,40,32.17027834,34.81274376,1,0,0,0,,74:da:38:c6:57:9b,edimax.setup,9,-71,32.17027834,34.81274376,40,01/12/2017 10:58
01/12/2017 10:55,SM-G950F,74:da:38:d3:bb:81,edimax_2.4G_ruty,28.77355504,32.16917019,34.81066503,1,2.3013E-09,2.8851E-09,3.0617E-09,,74:da:38:d3:bb:81,edimax_2.4G_ruty,2,-80,32.16917019,34.81066503,28.77355504,01/12/2017 10:55
01/12/2017 10:51,SM-G950F,74:da:39:54:b8:1d,oved-main,28.63350445,32.16954359,34.81078685,1,1.3777E-09,1.14696E-10,2.57003E-11,,74:da:39:54:b8:1d,oved-main,6,-64,32.16954359,34.81078685,28.63350445,01/12/2017 10:54
01/12/2017 10:44,Lenovo PB2-690Y,74:da:3a:97:66:9e,oved-main,37,32.16988722,34.81091198,1,0,0,0,,74:da:3a:97:66:9e,oved-main,6,-87,32.16988722,34.81091198,37,01/12/2017 10:44
01/12/2017 11:09,Lenovo PB2-690Y,7c:03:4c:ba:f5:5a,HOTBOX-1234,36,32.17237924,34.81348839,1,0,0,0,,7c:03:4c:ba:f5:5a,HOTBOX-1234,6,-75,32.17237924,34.81348839,36,01/12/2017 11:09
01/12/2017 10:51,SM-G950F,7c:03:4c:fe:f6:68,evanson,29.76306298,32.16935941,34.81072496,1,1.99149E-09,2.5478E-09,1.7855E-09,,7c:03:4c:fe:f6:68,evanson,1,-80,32.16935941,34.81072496,29.76306299,01/12/2017 10:54
01/12/2017 10:51,SM-G950F,7c:b7:33:2b:c4:52,spielman,29.92254867,32.16935941,34.81072496,1,1.99149E-09,2.5477E-09,2.711E-09,,7c:b7:33:2b:c4:52,spielman,1,-73,32.16935941,34.81072496,29.92254867,01/12/2017 10:53
01/12/2017 10:44,Lenovo PB2-690Y,7c:b7:33:97:35:f1,U2I8L1M0X42,47,32.17212193,34.81196568,1,0,0,0,,7c:b7:33:97:35:f1,U2I8L1M0X42,1,-73,32.17212193,34.81196568,47,01/12/2017 10:44
01/12/2017 10:44,SM-G950F,7c:b7:33:a1:7e:98,HOTFiber-A53E,35.26484815,32.17052072,34.81122065,1,5.01196E-10,1.03199E-10,1.09E-09,,7c:b7:33:a1:7e:98,HOTFiber-A53E,6,-79,32.17052072,34.81122065,35.26484815,01/12/2017 10:44
01/12/2017 10:58,Lenovo PB2-690Y,7c:b7:33:ea:b8:ff,yotam17,39,32.17110218,34.81293682,1,0,0,0,,7c:b7:33:ea:b8:ff,yotam17,10,-93,32.17110218,34.81293682,39,01/12/2017 10:58
01/12/2017 10:45,SM-G950F,80:1f:02:36:04:d0,arama,34.47197963,32.16974582,34.81240251,1,2.73999E-10,8.00505E-10,6.67981E-11,,80:1f:02:36:04:d0,arama,11,-67,32.16974582,34.81240251,34.47197963,01/12/2017 10:57
01/12/2017 10:44,Lenovo PB2-690Y,80:1f:02:a3:7d:62,Gil Kitchen,42.68390478,32.17226394,34.81206708,1,1.1626E-09,6.34707E-10,1.39541E-09,,80:1f:02:a3:7d:62,Gil Kitchen,6,-83,32.17226394,34.81206708,42.68390478,01/12/2017 11:04
01/12/2017 11:01,Lenovo PB2-690Y,80:1f:02:d4:9a:92,Ben-Eliyahu_PC,37,32.17230215,34.81400233,1,0,0,0,,80:1f:02:d4:9a:92,Ben-Eliyahu_PC,10,-92,32.17230215,34.81400233,37,01/12/2017 11:01
01/12/2017 10:43,SM-G950F,80:1f:02:e8:b9:cc,Eldad_2EX,37.1829653,32.1724899,34.81265197,1,4.623E-10,1.67319E-09,2.3505E-09,,80:1f:02:e8:b9:cc,Eldad_2EX,11,-81,32.1724899,34.81265197,37.1829653,01/12/2017 10:43
01/12/2017 10:43,SM-G950F,80:1f:02:f5:d8:e8,angela,17.18081812,32.17225202,34.81439189,1,4.76405E-10,1.3267E-09,3.7353E-09,,80:1f:02:f5:d8:e8,angela,1,-89,32.17225202,34.81439189,17.18081812,01/12/2017 10:43
01/12/2017 11:06,SM-G950F,80:26:89:0d:4f:84,DIR-825-4f83,34.73590686,32.17241544,34.81311204,1,4.05146E-06,2.81832E-05,3.06602227,,80:26:89:0d:4f:84,DIR-825-4f83,1,-57,32.17241949,34.81308385,31.66988459,01/12/2017 10:43
01/12/2017 11:00,Lenovo PB2-690Y,82:2a:a8:bf:93:e5,Home,36,32.16942426,34.81209986,1,0,0,0,,82:2a:a8:bf:93:e5,Home,1,-85,32.16942426,34.81209986,36,01/12/2017 11:00
01/12/2017 10:59,Lenovo PB2-690Y,82:2a:a8:bf:94:29,Home,38.49124723,32.16929825,34.81201573,1,7.07104E-10,2.15799E-10,2.00998E-10,,82:2a:a8:bf:94:29,Home,11,-70,32.16929825,34.81201573,38.49124723,01/12/2017 10:59
01/12/2017 10:44,SM-G950F,84:16:f9:d7:2c:3a,TP-LINK_2C3A,29.24753475,32.17094199,34.81148871,1,3.9984E-09,1.5202E-09,4.7197E-09,,84:16:f9:d7:2c:3a,TP-LINK_2C3A,1,-90,32.17094199,34.81148871,29.24753475,01/12/2017 10:44
01/12/2017 10:58,Lenovo PB2-690Y,84:16:f9:e4:e3:ca,TP-LINK_E3CA,34.71669677,32.17027312,34.81276274,1,1.5121E-09,3.60032E-11,1.35699E-10,,84:16:f9:e4:e3:ca,TP-LINK_E3CA,9,-77,32.17027312,34.81276274,34.71669677,01/12/2017 10:58
01/12/2017 11:05,SM-G950F,86:2a:a8:a1:a0:b5,Rozenkrants,41.15224303,32.16994496,34.81096824,1,3.21059E-09,4.0472E-09,6.52598E-10,,86:2a:a8:a1:a0:b5,Rozenkrants,1,-89,32.16994496,34.81096824,41.15224303,01/12/2017 11:05
01/12/2017 10:57,SM-G950F,86:2a:a8:eb:a9:60,Mheta_AP,27.21999505,32.16927107,34.81201045,1,2.4691E-09,1.97721E-09,2.5649E-09,,86:2a:a8:eb:a9:60,Mheta_AP,6,-90,32.16927107,34.81201045,27.21999505,01/12/2017 10:57
01/12/2017 11:04,SM-G950F,88:dc:96:3b:f5:e0,kenley-up,42.9234122,32.17244369,34.81206366,1,5.04301E-10,2.9548E-09,4.9905E-09,,88:dc:96:3b:f5:e0,kenley-up,6,-87,32.17244369,34.81206366,42.9234122,01/12/2017 11:04
01/12/2017 10:44,SM-G950F,8c:59:c3:ea:db:4a,Liza,31.11749984,32.17192567,34.81190477,1,1.0659E-09,5.75099E-10,1.2683E-09,,8c:59:c3:ea:db:4a,Liza,1,-78,32.17192567,34.81190477,31.11749984,01/12/2017 10:44
01/12/2017 11:05,SM-G950F,8c:59:c3:ea:db:4b,Liza,41.75368558,32.17177366,34.81183742,1,2.5445E-09,2.04004E-10,1.5994E-09,,8c:59:c3:ea:db:4b,Liza,36,-91,32.17177366,34.81183742,41.75368558,01/12/2017 11:05
01/12/2017 10:45,SM-G950F,8c:dc:d4:6a:a9:8a,HP-Print-8A-Deskjet 4640 series,36.16789165,32.17008736,34.81239475,1,5.57193E-10,9.98504E-10,6.02896E-10,,8c:dc:d4:6a:a9:8a,HP-Print-8A-Deskjet 4640 series,11,-84,32.17008736,34.81239475,36.16789165,01/12/2017 11:00
01/12/2017 10:58,Lenovo PB2-690Y,90:8d:78:54:22:a1,tal2,36.79893073,32.17109291,34.81311277,1,1.1545E-09,1.3082E-09,7.66406E-10,,90:8d:78:54:22:a1,tal2,60,-78,32.17109291,34.81311277,36.79893073,01/12/2017 10:59
01/12/2017 10:58,SM-G950F,90:8d:78:54:22:a2,tal,34.29731695,32.17109329,34.81310172,1,4.35418E-06,5.93736E-05,1.598528726,,90:8d:78:54:22:a2,tal,1,-79,32.17108894,34.81316109,32.69878822,01/12/2017 10:58
01/12/2017 10:57,Lenovo PB2-690Y,90:8d:78:54:d9:69,Ab,35,32.1696487,34.81343376,1,0,0,0,,90:8d:78:54:d9:69,Ab,10,-95,32.1696487,34.81343376,35,01/12/2017 10:57
01/12/2017 11:10,Lenovo PB2-690Y,90:8d:78:b6:28:f6,Talfamily2,32,32.16879785,34.81168165,1,0,0,0,,90:8d:78:b6:28:f6,Talfamily2,5,-62,32.16879785,34.81168165,32,01/12/2017 11:10
01/12/2017 11:05,SM-G950F,92:cd:b6:2b:e9:77,HP-Setup>77-M277 LaserJet,40.65000112,32.16881184,34.8117497,1,1.0459E-09,3.505E-09,1.7441E-09,,92:cd:b6:2b:e9:77,HP-Setup>77-M277 LaserJet,1,-87,32.16881184,34.8117497,40.65000112,01/12/2017 11:05
01/12/2017 10:59,Lenovo PB2-690Y,94:57:a5:4b:4f:41,DIRECT-1C-HP DeskJet 3830 series,35.77392635,32.16967168,34.81218519,1,1.69102E-10,6.56698E-10,2.09459E-09,,94:57:a5:4b:4f:41,DIRECT-1C-HP DeskJet 3830 series,6,-77,32.16967168,34.81218519,35.77392635,01/12/2017 10:59
01/12/2017 11:10,Lenovo PB2-690Y,98:e7:f4:0a:dd:86,DIRECT-85-HP OfficeJet Pro 6960,29,32.17043936,34.81118089,1,0,0,0,,98:e7:f4:0a:dd:86,DIRECT-85-HP OfficeJet Pro 6960,6,-89,32.17043936,34.81118089,29,01/12/2017 11:10
01/12/2017 10:44,Lenovo PB2-690Y,a0:4f:d4:42:ba:71,cactus,38,32.16872739,34.81060785,1,0,0,0,,a0:4f:d4:42:ba:71,cactus,1,-95,32.16872739,34.81060785,38,01/12/2017 10:44
01/12/2017 10:58,Lenovo PB2-690Y,a0:4f:d4:45:1f:a1,nurit,36.00481145,32.17108199,34.81320481,1,1.2907E-09,1.4625E-09,8.569E-10,,a0:4f:d4:45:1f:a1,nurit,1,-74,32.171082,34.81320481,36.00481145,01/12/2017 10:58
01/12/2017 10:51,Lenovo PB2-690Y,a0:8e:78:7f:2a:69,HOTBOX12,28,32.16983611,34.81088834,1,0,0,0,,a0:8e:78:7f:2a:69,HOTBOX12,1,-87,32.16983611,34.81088834,28,01/12/2017 10:51
01/12/2017 10:44,SM-G950F,a0:ab:1b:57:cd:42,Helen.,30.51766749,32.17223868,34.81202835,1,1.2142E-09,1.1683E-09,4.3733E-09,,a0:ab:1b:57:cd:42,Helen.,10,-74,32.17223868,34.81202835,30.51766749,01/12/2017 10:50
01/12/2017 10:43,SM-G950F,a0:ab:1b:5d:c2:60,urigil1,35.49585853,32.17241304,34.81208333,1,2.20111E-09,2.5704E-09,2.5432E-09,,a0:ab:1b:5d:c2:60,urigil1,10,-90,32.17241303,34.81208333,35.49585853,01/12/2017 10:43
01/12/2017 10:45,SM-G950F,a0:ab:1b:62:0d:fc,klaiman,30.94614471,32.17009116,34.81240289,1,6.90399E-10,1.5215E-09,5.41199E-10,,a0:ab:1b:62:0d:fc,klaiman,2,-78,32.17009116,34.81240289,30.94614471,01/12/2017 10:45
01/12/2017 10:43,Lenovo PB2-690Y,a4:2b:b0:ad:2d:34,lellouche,40.3739023,32.17236392,34.81360858,1,0,0,0,,a4:2b:b0:ad:2d:34,lellouche,5,-82,32.17236392,34.81360858,40.3739023,01/12/2017 11:01
01/12/2017 10:46,Lenovo PB2-690Y,a4:2b:b0:d4:55:36,Motti11,38.28686208,32.17101663,34.81293014,1,0,0,0,,a4:2b:b0:d4:55:36,Motti11,6,-74,32.17101663,34.81293014,38.28686208,01/12/2017 11:00
01/12/2017 10:59,Lenovo PB2-690Y,a4:2b:b0:d4:55:38,motti-5ghz,38,32.17074693,34.8126719,1,0,0,0,,a4:2b:b0:d4:55:38,motti-5ghz,40,-88,32.17074693,34.8126719,38,01/12/2017 10:59
01/12/2017 10:57,SM-G950F,a4:2b:b0:e0:3a:01,Fuck Off ext,27.21999505,32.16927107,34.81201045,1,2.4691E-09,1.97721E-09,2.5649E-09,,a4:2b:b0:e0:3a:01,Fuck Off ext,11,-80,32.16927107,34.81201045,27.21999505,01/12/2017 10:57
01/12/2017 10:59,Lenovo PB2-690Y,a8:c8:3a:35:b6:d4,Partner-4G-B6D4,43,32.17103853,34.81359455,1,0,0,0,,a8:c8:3a:35:b6:d4,Partner-4G-B6D4,1,-92,32.17103853,34.81359455,43,01/12/2017 10:59
01/12/2017 10:57,Lenovo PB2-690Y,aa:6b:ad:04:c6:a8,DIRECT-a8-HP M477 LaserJet,29.19300339,32.16881141,34.81059889,1,2.5795E-09,6.87898E-10,1.34801E-10,,aa:6b:ad:04:c6:a8,DIRECT-a8-HP M477 LaserJet,1,-91,32.16881141,34.81059889,29.19300339,01/12/2017 10:57
01/12/2017 10:51,Lenovo PB2-690Y,ac:f1:df:76:a0:9c,dlink-A09C,27.3128187,32.16939951,34.81073877,1,1.5968E-09,9.79199E-10,2.1781E-09,,ac:f1:df:76:a0:9c,dlink-A09C,11,-91,32.16939951,34.81073877,27.3128187,01/12/2017 10:51
01/12/2017 10:58,SM-G950F,b0:5a:da:fa:44:76,DIRECT-75-HP DeskJet 4670 series,29.96111745,32.17127494,34.81300613,1,1.7557E-09,1.9893E-09,1.1654E-09,,b0:5a:da:fa:44:76,DIRECT-75-HP DeskJet 4670 series,6,-85,32.17127495,34.81300613,29.96111745,01/12/2017 11:06
01/12/2017 11:11,Lenovo PB2-690Y,b0:b2:8f:01:ad:fe,Lahav,40.54761684,32.17233994,34.81375895,1,5.0061E-05,0.000282084,2.290244547,,b0:b2:8f:01:ad:fe,Lahav,11,-73,32.17239,34.81347687,38.2573723,01/12/2017 10:49
01/12/2017 11:05,SM-G950F,b0:b2:8f:1e:ea:68,HOTBOX-2E6E,40.54230602,32.16945778,34.81076505,1,1.24004E-10,2.8975E-09,2.8246E-09,,b0:b2:8f:1e:ea:68,HOTBOX-2E6E,11,-81,32.16945778,34.81076505,40.54230602,01/12/2017 11:05
01/12/2017 10:58,Lenovo PB2-690Y,b0:b2:8f:36:a2:b3,yotam17,34.24766031,32.17053789,34.81359888,1,5.06972E-11,1.3707E-09,1.4292E-09,,b0:b2:8f:36:a2:b3,yotam17,10,-91,32.17053789,34.81359888,34.24766032,01/12/2017 10:58
01/12/2017 10:57,SM-G950F,b4:ee:b4:36:dd:b9,HOTFiber-400D,26.96056003,32.1688377,34.81174537,1,9.80094E-10,2.8716E-09,2.7836E-09,,b4:ee:b4:36:dd:b9,HOTFiber-400D,6,-89,32.1688377,34.81174537,26.96056003,01/12/2017 10:57
01/12/2017 10:43,SM-G950F,b4:ee:b4:86:c0:f1,Efrat,10.58036115,32.17223802,34.81444473,1,4.34802E-10,4.9878E-09,2.98002E-11,,b4:ee:b4:86:c0:f1,Efrat,11,-74,32.17223802,34.81444473,10.58036115,01/12/2017 10:43
