0,00:f6:63:15:58:82,KaymeraGuest,1,-86.0,32.170973207601364,34.81144725503476,38.99324325348963,01-12-17 10:44,Approx. w-center algo1
1,64:d9:54:e4:95:37,Gana7_2GExt,5,-88.0,32.17071182225449,34.811336294875034,31.22900621869478,01-12-17 10:50,Approx. w-center algo1
2,70:4d:7b:0c:89:50,ter123,6,-69.0,32.17023926194442,34.81246293847186,34.01513105196467,01-12-17 11:06,Approx. w-center algo1
3,00:f6:63:15:58:80,kaymeraQA,1,-82.0,32.16872739,34.81060785,38.0,01-12-17 10:44,Approx. w-center algo1
4,00:f6:63:15:58:81,KaymeraDev,1,-78.0,32.17030931999672,34.81114739705962,34.8745841117678,01-12-17 10:53,Approx. w-center algo1
5,7c:b7:33:a1:7e:98,HOTFiber-A53E,6,-79.0,32.170520719740125,34.81122065413798,35.26484814779911,01-12-17 10:44,Approx. w-center algo1
6,3c:1e:04:07:2a:ff,ronkla2_5,48,-85.0,32.17135803,34.81168874,31.090525570000004,01-12-17 10:50,Approx. w-center algo1
7,00:78:9e:f9:e8:58,Hotbox,11,-91.0,32.17252252,34.81247912,31.6513231,01-12-17 10:50,Approx. w-center algo1
8,3c:1e:04:07:2a:fe,ronkla2,6,-80.0,32.17134388,34.81166865,41.11423605,01-12-17 11:05,Approx. w-center algo1
9,10:0d:7f:83:6c:fe,NETGEAR_DGN2200,11,-93.0,32.1696487,34.81343376,35.0,01-12-17 10:57,Approx. w-center algo1
10,c0:ac:54:f8:6b:28,Li,1,-80.0,32.16970224,34.81083489,27.0,01-12-17 10:51,Approx. w-center algo1
11,20:0c:c8:0a:ef:2a,SHAHAF2.4,11,-82.0,32.17198535,34.81299604,26.59308527,01-12-17 10:46,Approx. w-center algo1
12,06:ae:db:48:af:4d,BezeqFree,9,-90.0,32.17044470045137,34.81252477721117,38.06555615260612,01-12-17 10:59,Approx. w-center algo1
13,48:ee:0c:3b:fa:1e,Florida_Israel1,1,-94.0,32.17012573,34.81242227,44.0,01-12-17 10:45,Approx. w-center algo1
14,54:64:d9:5f:59:83,HOTBOX-651B,1,-77.0,32.169449437546724,34.812115748796636,29.925594413532966,01-12-17 10:59,Approx. w-center algo1
15,58:b6:33:34:ae:f8,RDK,11,-85.0,32.17048504275119,34.81121443376435,28.724058831465882,01-12-17 10:44,Approx. w-center algo1
16,7c:b7:33:2b:c4:52,spielman,1,-73.0,32.16935941,34.81072496,29.922548671114384,01-12-17 10:53,Approx. w-center algo1
17,14:ae:db:b7:ab:ad,44870715,6,-81.0,32.17110149345205,34.813013639998545,33.69249757426012,01-12-17 10:58,Approx. w-center algo1
18,fc:b4:e6:d2:86:9e,Lahav,11,-81.0,32.17230692,34.81390382,46.7222322,01-12-17 11:04,Approx. w-center algo1
19,92:cd:b6:2b:e9:77,HP-Setup>77-M277 LaserJet,1,-87.0,32.16881184,34.8117497,40.65000112,01-12-17 11:05,Approx. w-center algo1
20,e0:ce:c3:86:a7:9e,Talfamily,1,-80.0,32.16889806,34.8118332,27.057519940000002,01-12-17 10:57,Approx. w-center algo1
21,74:da:38:a9:1c:df,  InnovationEndeavors,2,-83.0,32.169660063558496,34.81193428935674,34.220063880174536,01-12-17 10:45,Approx. w-center algo1
22,00:1c:10:09:4f:bc,hot,3,-71.0,32.17064032858923,34.81262105525313,39.18655880716704,01-12-17 10:58,Approx. w-center algo1
23,62:ee:0c:3d:eb:b9,BezeqFree,9,-88.0,32.17227827,34.81413625,45.0,01-12-17 10:49,Approx. w-center algo1
24,d8:fb:5e:17:47:f8,sellahome,9,-73.0,32.172410589460654,34.81325697602461,34.91531500735828,01-12-17 10:46,Approx. w-center algo1
25,14:cc:20:76:b8:2a,Oded,11,-65.0,32.17077752397018,34.8126993672641,37.42413838941842,01-12-17 10:45,Approx. w-center algo1
26,c0:ff:d4:7b:82:30,Candan,1,-86.0,32.168823380670275,34.81108357528525,33.58902252618765,01-12-17 10:59,Approx. w-center algo1
27,7c:03:4c:fe:f6:68,evanson,1,-80.0,32.16935941,34.810724959999995,29.763062985104657,01-12-17 10:54,Approx. w-center algo1
28,00:25:86:b1:6f:f8,A-Home,6,-81.0,32.16871153791382,34.81078062670971,38.328783876955605,01-12-17 10:45,Approx. w-center algo1
29,7c:03:4c:ba:f5:5a,HOTBOX-1234,6,-75.0,32.17237924,34.81348839,36.0,01-12-17 11:09,Approx. w-center algo1
30,00:f6:63:15:58:8e,KaymeraDev,36,-92.0,32.16882317,34.81054405,27.11526685,01-12-17 10:44,Approx. w-center algo1
31,7c:b7:33:ea:b8:ff,yotam17,10,-93.0,32.17110218,34.81293682,39.0,01-12-17 10:58,Approx. w-center algo1
32,e8:cc:18:ac:1b:e1,Daizad,3,-90.0,32.17024205,34.81353312,29.09677085,01-12-17 10:59,Approx. w-center algo1
33,b0:5a:da:fa:44:76,DIRECT-75-HP DeskJet 4670 series,6,-85.0,32.17127494574422,34.81300613419089,29.961117450233207,01-12-17 11:06,Approx. w-center algo1
34,18:1e:78:86:03:15,HOTBOX-F028,1,-61.0,32.17051569590818,34.81357943147099,35.32725112814046,01-12-17 10:58,Approx. w-center algo1
35,b0:b2:8f:1e:ea:68,HOTBOX-2E6E,11,-81.0,32.16945778,34.81076505,40.54230602,01-12-17 11:05,Approx. w-center algo1
36,00:13:d4:0f:f3:ba,home,1,-77.0,32.17086089002539,34.811422672435434,33.78369230067284,01-12-17 10:44,Approx. w-center algo1
37,62:b2:55:67:2b:86,Bezeq Free 672B84,6,-92.0,32.17092411,34.81275919,29.9988896,01-12-17 10:59,Approx. w-center algo1
38,c0:ac:54:f5:b4:c9,HOTBOX-D88A,1,-92.0,32.17224246,34.81444894,7.777438959,01-12-17 10:42,Approx. w-center algo1
39,c8:d7:19:d4:7c:73,forestisthebest,6,-93.0,32.16937301,34.81072683,27.0,01-12-17 10:51,Approx. w-center algo1
40,00:07:26:4f:07:ae,HOTBOX-1A14,6,-86.0,32.17240894227467,34.81332522126937,34.66128723607833,01-12-17 11:06,Approx. w-center algo1
41,74:da:39:54:b8:1d,oved-main,6,-64.0,32.169543593688836,34.81078684768421,28.633504451227783,01-12-17 10:54,Approx. w-center algo1
42,c8:d7:19:d4:7c:75,forestisthebest-guest,6,-94.0,32.16936666,34.81070436,31.0,01-12-17 10:52,Approx. w-center algo1
43,5a:0c:c8:0f:21:90,Bezeq Free T00C36,1,-90.0,32.16946884050114,34.81121800103958,31.5053426613169,01-12-17 10:57,Approx. w-center algo1
44,14:9d:09:80:00:9d,HUAWEI-009D,4,-86.0,32.17225794,34.81441454,40.08129431,01-12-17 11:07,Approx. w-center algo1
45,60:e3:27:bf:a1:a5,BARON WIFI 2.4,11,-91.0,32.16872739,34.81060785,38.0,01-12-17 10:44,Approx. w-center algo1
46,74:da:38:a9:24:1c,edimax_5G_A9241C,40,-79.0,32.16937130645447,34.81071843937817,30.53126680472371,01-12-17 10:52,Approx. w-center algo1
47,00:78:9e:fa:0e:5c,Miller,1,-78.0,32.172428124402145,34.81272303610188,46.8544235924933,01-12-17 10:46,Approx. w-center algo1
48,74:da:38:b6:f6:c9,Jamcandown,4,-89.0,32.16917019,34.81066503,28.81036798,01-12-17 10:55,Approx. w-center algo1
49,74:da:38:d3:bb:81,edimax_2.4G_ruty,2,-80.0,32.16917019,34.81066503,28.773555040000005,01-12-17 10:55,Approx. w-center algo1
50,c4:a8:1d:12:7d:4c,Orit,6,-57.0,32.1722857058883,34.81405811533451,36.20858999903483,01-12-17 11:07,Approx. w-center algo1
51,4c:60:de:51:8b:ca,Laufer-wifi,11,-89.0,32.1707787806892,34.81272277752022,34.21889968462764,01-12-17 11:00,Approx. w-center algo1
52,b0:b2:8f:01:ad:fe,Lahav,11,-73.0,32.17239000302095,34.81347686517757,38.25737229739952,01-12-17 10:49,Approx. w-center algo1
53,e4:6f:13:71:f5:ce,RS_GUEST,9,-91.0,32.169127879077934,34.81130886757599,39.96197119492624,01-12-17 11:05,Approx. w-center algo1
54,08:97:58:31:e0:c6,SEW132_23574336,3,-78.0,32.171428227067146,34.811688082925826,35.59473425679064,01-12-17 11:05,Approx. w-center algo1
55,c8:d3:ff:57:60:f5,DIRECT-F4-HP DeskJet 3830 series,1,-89.0,32.16879406259565,34.810603259116476,28.972295895331925,01-12-17 10:44,Approx. w-center algo1
56,f8:ab:05:46:de:55,Levy,10,-85.0,32.16876228,34.81066791,31.0,01-12-17 10:57,Approx. w-center algo1
57,ec:08:6b:38:0d:dd,RS_GUEST,12,-85.0,32.16935204,34.81074403517129,33.733025603703105,01-12-17 10:44,Approx. w-center algo1
58,ec:08:6b:38:0d:dc,RS_GUEST_5G,44,-89.0,32.16882317,34.81054405,27.11526685,01-12-17 10:44,Approx. w-center algo1
59,48:ee:0c:3b:ac:5a,kawasaki,11,-75.0,32.16981779,34.81346387,35.0,01-12-17 10:57,Approx. w-center algo1
60,54:b8:0a:34:78:d0,Shani - Green,6,-88.0,32.17153243,34.81172407,31.000000000000004,01-12-17 11:05,Approx. w-center algo1
61,00:30:4f:91:38:b3,hilda,6,-73.0,32.1696487,34.81343376,35.0,01-12-17 10:57,Approx. w-center algo1
