,,32.17237425,34.81350895,46.0
,,32.17238884,34.81333642,45.0
,,32.17241727,34.81315388,44.0
,,32.17243758,34.81296682,47.0
,,32.17246651,34.81278713,48.0
,,32.1724962,34.81260015,47.0
,,32.17253749,34.81242555,48.0
,,32.17255033,34.81224372,51.0
,,32.17246746,34.81211077,51.0
,,32.17230828,34.81204165,48.00000000000001
,,32.17212193,34.81196568,47.0
,,32.17191211,34.81189708,44.0
,,32.1716947,34.81179424,42.0
,,32.17151458,34.81172206,43.0
,,32.17121725,34.81159343,41.0
,,32.17106022,34.81151613,41.0
,,32.1707657,34.81134771,39.0
,,32.1706109,34.81125793,39.0
,,32.17044716,34.81116946,39.0
,,32.17027335,34.81109365,38.00000000000001
,,32.17009476,34.81099899,37.0
,,32.16988722,34.81091198,37.0
,,32.16968089,34.81083325,37.0
,,32.16947978,34.81075792,37.0
,,32.1692751,34.81066887,38.0
,,32.16907519,34.81060214,38.0
,,32.16883715,34.81052111,38.0
,,32.16872739,34.81060785,38.0
,,32.16870873,34.81074499,37.0
,,32.16877222,34.81164041,36.0
,,32.16898017,34.81188912,37.0
,,32.16940316,34.81209444,40.0
,,32.16958729,34.81218021,40.0
,,32.16977119,34.81225463,40.0
,,32.16994827,34.81233913,41.0
,,32.17012573,34.81242227,44.0
,,32.17031089,34.81250563,44.0
,,32.17062502,34.81264159,42.0
,,32.17086052,34.81276040000001,41.0
,,32.17105914,34.81284875,39.0
,,32.1712472,34.81289934,36.0
,,32.17164516,34.81296105,38.0
,,32.17201156,34.81299553,38.0
,,32.17218423,34.81302496,39.0
,,32.1723264,34.81305758,43.0
,,32.17240104,34.81314461,44.0
,,32.17237484,34.81345105,41.0
,,32.17232792,34.81365654,42.0
,,32.17229561,34.81402472,40.0
,,32.17226318,34.81420816,40.0
,,32.1722525,34.81443463,40.0
,,32.17224246105308,34.8144489381276,7.777438959165592
,,32.172238019565235,34.81444473498782,10.580361150029846
,,32.172252019523675,34.814391891326764,17.18081811626479
,,32.172265215924426,34.81421445142988,22.818991521293682
,,32.1723485161587,34.81363858823374,24.55807198020147
,,32.17238058500455,34.81341290942063,25.130925493340825
,,32.17241155333384,34.81318688512261,25.941801984532795
,,32.17244042298214,34.81295646141121,26.35851917429424
,,32.17248344093608,34.81270507338805,27.122038414759338
,,32.17240151409594,34.812091884783165,29.035709105267408
,,32.17217553070084,34.81201239183262,29.32418162501339
,,32.17188758190333,34.81190851897319,29.638531482264742
,,32.17149430101505,34.811757862271804,29.8902602890215
,,32.17134020148104,34.81169555724996,29.78929958349117
,,32.17113909756608,34.811594706105254,29.498589764617535
,,32.17094198600168,34.81148871152029,29.247534754719787
,,32.17073022335429,34.81136052218762,28.851810564672878
,,32.17052489858893,34.811243700290355,28.48330590693121
,,32.17005047256307,34.811007615648165,28.289290688769423
,,32.16984101063408,34.8109235856239,28.201870747562097
,,32.16930328971546,34.81071393258221,27.82938002803731
,,32.168823167573045,34.810544049627936,27.11526685223747
,,32.168721003548164,34.81072410830097,27.618449512847366
,,32.168846097297546,34.811787470063976,28.291098537554568
,,32.169545831397976,34.81214324467331,26.8344237593792
,,32.16978401146249,34.81225704427234,26.41969286035642
,,32.1700244717399,34.8123593768823,26.279075491882708
,,32.170257763614224,34.81246926564551,26.042709343281796
,,32.17050972538356,34.81258190129876,26.066423141730525
,,32.17075992790425,34.81269650889793,25.958241065040774
,,32.17100836271353,34.81281338424775,25.5806087173453
,,32.17125707817382,34.81291128023999,25.509189468691844
,,32.17198534972246,34.81299603716402,26.593085271027938
,,32.172152473716416,34.81301798358491,26.289785056235647
